Cow no,Weight(kg),Increase Weight,Total Feed(kg),Corn(ভুট্টা)(kg),Khail(খৈল)(kg),Khor(খর)(kg),Green Grass(kg),Sailase(সাইলেস)(kg),Wheat Husk(kg),Madicine,Water,Current,Coil,Worker,Total cost(tk),Milk(Ltr.),kids income,kids cost,Milk Income,Milk Revenue,Kids Revenue,Total_Revenue,profit
1131,391,391.15032,20.723,3.31568,2.528206,1.678563,9.32535,2.0723,4.1446,25,7.1,3.37,10,70,591.394418,8.2501,56.25,17.64705882,536.2565,-55.137918,38.60294118,-16.53497682,0
1132,597,597.15032,31.641,5.06256,3.860202,2.562921,14.23845,3.1641,6.3282,25,7.1,3.37,10,70,842.137206,12.5967,56.25,17.64705882,818.7855,-23.351706,38.60294118,15.25123518,0
1133,453,453.15032,24.009,3.84144,2.929098,1.944729,10.80405,2.4009,4.8018,25,7.1,3.37,10,70,666.860694,9.5583,56.25,17.64705882,621.2895,-45.571194,38.60294118,-6.968252824,0
1134,522,522.15032,27.666,4.42656,3.375252,2.240946,12.4497,2.7666,5.5332,25,7.1,3.37,10,70,750.847356,11.0142,56.25,17.64705882,715.923,-34.924356,38.60294118,3.678585176,0
1135,547,547.15032,28.991,4.63856,3.536902,2.348271,13.04595,2.8991,5.7982,25,7.1,3.37,10,70,781.277306,11.5417,56.25,17.64705882,750.2105,-31.066806,38.60294118,7.536135176,0
1136,563,563.15032,29.839,4.77424,3.640358,2.416959,13.42755,2.9839,5.9678,25,7.1,3.37,10,70,800.752474,11.8793,56.25,17.64705882,772.1545,-28.597974,38.60294118,10.00496718,0
1137,574,574.15032,30.422,4.86752,3.711484,2.464182,13.6899,3.0422,6.0844,25,7.1,3.37,10,70,814.141652,12.1114,56.25,17.64705882,787.241,-26.900652,38.60294118,11.70228918,0
1138,560,560.15032,29.68,4.7488,3.62096,2.40408,13.356,2.968,5.936,25,7.1,3.37,10,70,797.10088,11.816,56.25,17.64705882,768.04,-29.06088,38.60294118,9.542061176,0
1139,516,516.15032,27.348,4.37568,3.336456,2.215188,12.3066,2.7348,5.4696,25,7.1,3.37,10,70,743.544168,10.8876,56.25,17.64705882,707.694,-35.850168,38.60294118,2.752773176,0
1140,490,490.15032,25.97,4.1552,3.16834,2.10357,11.6865,2.597,5.194,25,7.1,3.37,10,70,711.89702,10.339,56.25,17.64705882,672.035,-39.86202,38.60294118,-1.259078824,0
1141,478,478.15032,25.334,4.05344,3.090748,2.052054,11.4003,2.5334,5.0668,25,7.1,3.37,10,70,697.290644,10.0858,56.25,17.64705882,655.577,-41.713644,38.60294118,-3.110702824,0
1142,585,585.15032,31.005,4.9608,3.78261,2.511405,13.95225,3.1005,6.201,25,7.1,3.37,10,70,827.53083,12.3435,56.25,17.64705882,802.3275,-25.20333,38.60294118,13.39961118,0
1143,373,373.15032,19.769,3.16304,2.37228,1.58152,5.9307,1.9769,3.9538,25,6.66,3.33,10,70,545.9542,7.8703,56.25,13.7254902,511.5695,-34.3847,42.5245098,8.139809804,0
1144,330,330.15032,17.49,2.7984,2.0988,1.3992,5.247,1.749,3.498,25,6.66,3.33,10,70,496.272,6.963,56.25,13.7254902,452.595,-43.677,42.5245098,-1.152490196,0
1145,364,364.15032,19.292,3.08672,2.31504,1.54336,5.7876,1.9292,3.8584,25,6.66,3.33,10,70,535.5556,7.6804,56.25,13.7254902,499.226,-36.3296,42.5245098,6.194909804,0
1146,354,354.15032,18.762,3.00192,2.25144,1.50096,5.6286,1.8762,3.7524,25,6.66,3.33,10,70,524.0016,7.4694,56.25,13.7254902,485.511,-38.4906,42.5245098,4.033909804,0
1147,376,376.15032,19.928,3.18848,2.39136,1.59424,5.9784,1.9928,3.9856,25,6.66,3.33,10,70,549.4204,7.9336,56.25,13.7254902,515.684,-33.7364,42.5245098,8.788109804,0
1148,392,392.15032,20.776,3.32416,2.49312,1.66208,6.2328,2.0776,4.1552,25,6.66,3.33,10,70,567.9068,8.2712,56.25,13.7254902,537.628,-30.2788,42.5245098,12.2457098,0
1149,387,387.15032,20.511,3.28176,2.46132,1.64088,6.1533,2.0511,4.1022,25,6.66,3.33,10,70,562.1298,8.1657,56.25,13.7254902,530.7705,-31.3593,42.5245098,11.1652098,0
1150,347,347.15032,18.391,2.94256,2.20692,1.47128,5.5173,1.8391,3.6782,25,6.66,3.33,10,70,515.9138,7.3217,56.25,13.7254902,475.9105,-40.0033,42.5245098,2.521209804,0
1151,342,342.15032,18.126,2.90016,2.17512,1.45008,5.4378,1.8126,3.6252,25,6.66,3.33,10,70,510.1368,7.2162,56.25,13.7254902,469.053,-41.0838,42.5245098,1.440709804,0
1152,377,377.15032,19.981,3.19696,2.39772,1.59848,5.9943,1.9981,3.9962,25,6.66,3.33,10,70,550.5758,7.9547,56.25,13.7254902,517.0555,-33.5203,42.5245098,9.004209804,0
1153,392,392.15032,20.776,3.32416,2.49312,1.66208,6.2328,2.0776,4.1552,25,6.66,3.33,10,70,567.9068,8.2712,56.25,13.7254902,537.628,-30.2788,42.5245098,12.2457098,0
1154,358,358.15032,18.974,3.03584,2.27688,1.51792,5.6922,1.8974,3.7948,25,6.66,3.33,10,70,528.6232,7.5538,56.25,13.7254902,490.997,-37.6262,42.5245098,4.898309804,0
1155,378,378.15032,20.034,3.20544,2.40408,1.60272,6.0102,2.0034,4.0068,25,6.66,3.33,10,70,551.7312,7.9758,56.25,13.7254902,518.427,-33.3042,42.5245098,9.220309804,0
1156,374,374.15032,19.822,3.17152,2.37864,1.58576,5.9466,1.9822,3.9644,25,6.66,3.33,10,70,547.1096,7.8914,56.25,13.7254902,512.941,-34.1686,42.5245098,8.355909804,0
1157,341,341.15032,18.073,2.89168,2.16876,1.44584,5.4219,1.8073,3.6146,25,6.66,3.33,10,70,508.9814,7.1951,56.25,13.7254902,467.6815,-41.2999,42.5245098,1.224609804,0
1158,276,276.15032,14.628,2.34048,1.75536,1.17024,4.3884,1.4628,2.9256,25,6.66,3.33,10,70,433.8804,5.8236,56.25,13.7254902,378.534,-55.3464,42.5245098,-12.8218902,0
1159,273,273.15032,14.469,2.31504,1.73628,1.15752,4.3407,1.4469,2.8938,25,6.66,3.33,10,70,430.4142,5.7603,56.25,13.7254902,374.4195,-55.9947,42.5245098,-13.4701902,0
1160,316,316.15032,16.748,2.67968,2.00976,1.33984,5.0244,1.6748,3.3496,25,6.66,3.33,10,70,480.0964,6.6676,56.25,13.7254902,433.394,-46.7024,42.5245098,-4.177890196,0
1161,376,376.15032,19.928,3.18848,2.39136,1.59424,5.9784,1.9928,3.9856,25,6.66,3.33,10,70,549.4204,7.9336,56.25,13.7254902,515.684,-33.7364,42.5245098,8.788109804,0
1162,327,327.15032,17.331,2.77296,2.07972,1.38648,5.1993,1.7331,3.4662,25,6.66,3.33,10,70,492.8058,6.8997,56.25,13.7254902,448.4805,-44.3253,42.5245098,-1.800790196,0
1163,273,273.15032,14.469,2.31504,1.73628,1.15752,4.3407,1.4469,2.8938,25,6.66,3.33,10,70,430.4142,5.7603,56.25,13.7254902,374.4195,-55.9947,42.5245098,-13.4701902,0
1164,330,330.15032,17.49,2.7984,2.0988,1.3992,5.247,1.749,3.498,25,6.66,3.33,10,70,496.272,6.963,56.25,13.7254902,452.595,-43.677,42.5245098,-1.152490196,0
1165,346,346.15032,18.338,2.93408,2.20056,1.46704,5.5014,1.8338,3.6676,25,6.66,3.33,10,70,514.7584,7.3006,56.25,13.7254902,474.539,-40.2194,42.5245098,2.305109804,0
1166,233,233.15032,12.349,1.97584,1.48188,0.98792,3.7047,1.2349,2.4698,25,6.66,3.33,10,70,384.1982,4.9163,56.25,13.7254902,319.5595,-64.6387,42.5245098,-22.1141902,0
1167,328,328.15032,17.384,2.78144,2.08608,1.39072,5.2152,1.7384,3.4768,25,6.66,3.33,10,70,493.9612,6.9208,56.25,13.7254902,449.852,-44.1092,42.5245098,-1.584690196,0
1168,333,333.15032,17.649,2.82384,2.11788,1.41192,5.2947,1.7649,3.5298,25,6.66,3.33,10,70,499.7382,7.0263,56.25,13.7254902,456.7095,-43.0287,42.5245098,-0.504190196,0
1169,332,332.15032,17.596,2.81536,2.11152,1.40768,5.2788,1.7596,3.5192,25,6.66,3.33,10,70,498.5828,7.0052,56.25,13.7254902,455.338,-43.2448,42.5245098,-0.720290196,0
1170,393,393.15032,20.829,3.33264,2.49948,1.66632,6.2487,2.0829,4.1658,25,6.66,3.33,10,70,569.0622,8.2923,56.25,13.7254902,538.9995,-30.0627,42.5245098,12.4618098,0
1171,241,241.15032,12.773,2.04368,1.53276,1.02184,3.8319,1.2773,2.5546,25,6.66,3.33,10,70,393.4414,5.0851,56.25,13.7254902,330.5315,-62.9099,42.5245098,-20.3853902,0
1172,293,293.15032,15.529,2.48464,1.86348,1.24232,4.6587,1.5529,3.1058,25,6.66,3.33,10,70,453.5222,6.1823,56.25,13.7254902,401.8495,-51.6727,42.5245098,-9.148190196,0
1173,320,320.15032,16.96,2.7136,2.0352,1.3568,5.088,1.696,3.392,25,6.66,3.33,10,70,484.718,6.752,56.25,13.7254902,438.88,-45.838,42.5245098,-3.313490196,0
1174,275,275.15032,14.575,2.332,1.749,1.166,4.3725,1.4575,2.915,25,6.66,3.33,10,70,432.725,5.8025,56.25,13.7254902,377.1625,-55.5625,42.5245098,-13.0379902,0
1175,364,364.15032,19.292,3.08672,2.31504,1.54336,5.7876,1.9292,3.8584,25,6.66,3.33,10,70,535.5556,7.6804,56.25,13.7254902,499.226,-36.3296,42.5245098,6.194909804,0
1176,384,384.15032,20.352,3.25632,2.44224,1.62816,6.1056,2.0352,4.0704,25,6.66,3.33,10,70,558.6636,8.1024,56.25,13.7254902,526.656,-32.0076,42.5245098,10.5169098,0
1177,395,395.15032,20.935,3.3496,2.5122,1.6748,6.2805,2.0935,4.187,25,6.66,3.33,10,70,571.373,8.3345,56.25,13.7254902,541.7425,-29.6305,42.5245098,12.8940098,0
1178,381,381.15032,20.193,3.23088,2.42316,1.61544,6.0579,2.0193,4.0386,25,6.66,3.33,10,70,555.1974,8.0391,56.25,13.7254902,522.5415,-32.6559,42.5245098,9.868609804,0
1179,278,278.15032,14.734,2.35744,1.76808,1.17872,4.4202,1.4734,2.9468,25,6.66,3.33,10,70,436.1912,5.8658,56.25,13.7254902,381.277,-54.9142,42.5245098,-12.3896902,0
1180,315,315.15032,16.695,2.6712,2.0034,1.3356,5.0085,1.6695,3.339,25,6.66,3.33,10,70,478.941,6.6465,56.25,13.7254902,432.0225,-46.9185,42.5245098,-4.393990196,0
1181,394,394.15032,20.882,3.34112,2.50584,1.67056,6.2646,2.0882,4.1764,25,6.66,3.33,10,70,570.2176,8.3134,56.25,13.7254902,540.371,-29.8466,42.5245098,12.6779098,0
1182,349,349.15032,18.497,2.95952,2.21964,1.47976,5.5491,1.8497,3.6994,25,6.66,3.33,10,70,518.2246,7.3639,56.25,13.7254902,478.6535,-39.5711,42.5245098,2.953409804,0
1183,334,334.15032,17.702,2.83232,2.12424,1.41616,5.3106,1.7702,3.5404,25,6.66,3.33,10,70,500.8936,7.0474,56.25,13.7254902,458.081,-42.8126,42.5245098,-0.288090196,0
1184,349,349.15032,18.497,2.95952,2.21964,1.47976,5.5491,1.8497,3.6994,25,6.66,3.33,10,70,518.2246,7.3639,56.25,13.7254902,478.6535,-39.5711,42.5245098,2.953409804,0
1185,271,271.15032,14.363,2.29808,1.72356,1.14904,4.3089,1.4363,2.8726,25,6.66,3.33,10,70,428.1034,5.7181,56.25,13.7254902,371.6765,-56.4269,42.5245098,-13.9023902,0
1186,361,361.15032,19.133,3.06128,2.29596,1.53064,5.7399,1.9133,3.8266,25,6.66,3.33,10,70,532.0894,7.6171,56.25,13.7254902,495.1115,-36.9779,42.5245098,5.546609804,0
1187,272,272.15032,14.416,2.30656,1.72992,1.15328,4.3248,1.4416,2.8832,25,6.66,3.33,10,70,429.2588,5.7392,56.25,13.7254902,373.048,-56.2108,42.5245098,-13.6862902,0
1188,365,365.15032,19.345,3.0952,2.3214,1.5476,5.8035,1.9345,3.869,25,6.66,3.33,10,70,536.711,7.7015,56.25,13.7254902,500.5975,-36.1135,42.5245098,6.411009804,0
1189,287,287.15032,15.211,2.43376,1.82532,1.21688,4.5633,1.5211,3.0422,25,6.66,3.33,10,70,446.5898,6.0557,56.25,13.7254902,393.6205,-52.9693,42.5245098,-10.4447902,0
1190,291,291.15032,15.423,2.46768,1.85076,1.23384,4.6269,1.5423,3.0846,25,6.66,3.33,10,70,451.2114,6.1401,56.25,13.7254902,399.1065,-52.1049,42.5245098,-9.580390196,0
1191,385,385.15032,20.405,3.2648,2.4486,1.6324,6.1215,2.0405,4.081,25,6.66,3.33,10,70,559.819,8.1235,56.25,13.7254902,528.0275,-31.7915,42.5245098,10.7330098,0
1192,393,393.15032,20.829,3.33264,2.49948,1.66632,6.2487,2.0829,4.1658,25,6.66,3.33,10,70,569.0622,8.2923,56.25,13.7254902,538.9995,-30.0627,42.5245098,12.4618098,0
1193,256,256.15032,13.568,2.17088,1.62816,1.08544,4.0704,1.3568,2.7136,25,6.66,3.33,10,70,410.7724,5.4016,56.25,13.7254902,351.104,-59.6684,42.5245098,-17.1438902,0
1194,472,472.15032,25.016,4.00256,3.00192,2.00128,7.5048,2.5016,5.0032,25,6.66,3.33,10,70,660.3388,9.9592,56.25,13.7254902,647.348,-12.9908,42.5245098,29.5337098,0
1195,346,346.15032,18.338,2.93408,2.20056,1.46704,5.5014,1.8338,3.6676,25,6.66,3.33,10,70,514.7584,7.3006,56.25,13.7254902,474.539,-40.2194,42.5245098,2.305109804,0
1196,364,364.15032,19.292,3.08672,2.31504,1.54336,5.7876,1.9292,3.8584,25,6.66,3.33,10,70,535.5556,7.6804,56.25,13.7254902,499.226,-36.3296,42.5245098,6.194909804,0
1197,279,279.15032,14.787,2.36592,1.77444,1.18296,4.4361,1.4787,2.9574,25,6.66,3.33,10,70,437.3466,5.8869,56.25,13.7254902,382.6485,-54.6981,42.5245098,-12.1735902,0
1198,381,381.15032,20.193,3.23088,2.42316,1.61544,6.0579,2.0193,4.0386,25,6.66,3.33,10,70,555.1974,8.0391,56.25,13.7254902,522.5415,-32.6559,42.5245098,9.868609804,0
1199,375,375.15032,19.875,3.18,2.385,1.59,5.9625,1.9875,3.975,25,6.66,3.33,10,70,548.265,7.9125,56.25,13.7254902,514.3125,-33.9525,42.5245098,8.572009804,0
1200,334,334.15032,17.702,2.83232,2.12424,1.41616,5.3106,1.7702,3.5404,25,6.66,3.33,10,70,500.8936,7.0474,56.25,13.7254902,458.081,-42.8126,42.5245098,-0.288090196,0
1201,368,368.15032,19.504,3.12064,2.34048,1.56032,5.8512,1.9504,3.9008,25,6.66,3.33,10,70,540.1772,7.7648,56.25,13.7254902,504.712,-35.4652,42.5245098,7.059309804,0
1202,475,475.15032,25.175,4.028,3.021,2.014,7.5525,2.5175,5.035,25,6.66,3.33,10,70,663.805,10.0225,56.25,13.7254902,651.4625,-12.3425,42.5245098,30.1820098,0
1203,398,398.15032,21.094,3.37504,2.53128,1.68752,6.3282,2.1094,4.2188,25,6.66,3.33,10,70,574.8392,8.3978,56.25,13.7254902,545.857,-28.9822,42.5245098,13.5423098,0
1204,325,325.15032,17.225,2.756,2.067,1.378,5.1675,1.7225,3.445,25,6.66,3.33,10,70,490.495,6.8575,56.25,13.7254902,445.7375,-44.7575,42.5245098,-2.232990196,0
1205,342,342.15032,18.126,2.90016,2.17512,1.45008,5.4378,1.8126,3.6252,25,6.66,3.33,10,70,510.1368,7.2162,56.25,13.7254902,469.053,-41.0838,42.5245098,1.440709804,0
1206,356,356.15032,18.868,3.01888,2.26416,1.50944,5.6604,1.8868,3.7736,25,6.66,3.33,10,70,526.3124,7.5116,56.25,13.7254902,488.254,-38.0584,42.5245098,4.466109804,0
1207,378,378.15032,20.034,3.20544,2.40408,1.60272,6.0102,2.0034,4.0068,25,6.66,3.33,10,70,551.7312,7.9758,56.25,13.7254902,518.427,-33.3042,42.5245098,9.220309804,0
1208,408,408.15032,21.624,3.45984,2.59488,1.72992,6.4872,2.1624,4.3248,25,6.66,3.33,10,70,586.3932,8.6088,56.25,13.7254902,559.572,-26.8212,42.5245098,15.7033098,0
1209,385,385.15032,20.405,3.2648,2.4486,1.6324,6.1215,2.0405,4.081,25,6.66,3.33,10,70,559.819,8.1235,56.25,13.7254902,528.0275,-31.7915,42.5245098,10.7330098,0
1210,394,394.15032,20.882,3.34112,2.50584,1.67056,6.2646,2.0882,4.1764,25,6.66,3.33,10,70,570.2176,8.3134,56.25,13.7254902,540.371,-29.8466,42.5245098,12.6779098,0
1211,474,474.15032,25.122,4.01952,3.01464,2.00976,7.5366,2.5122,5.0244,25,6.66,3.33,10,70,662.6496,10.0014,56.25,13.7254902,650.091,-12.5586,42.5245098,29.9659098,0
1212,301,301.15032,15.953,2.55248,1.91436,1.27624,4.7859,1.5953,3.1906,25,6.66,3.33,10,70,462.7654,6.3511,56.25,13.7254902,412.8215,-49.9439,42.5245098,-7.419390196,0
1213,496,496.15032,26.288,4.20608,3.15456,2.10304,7.8864,2.6288,5.2576,25,6.66,3.33,10,70,688.0684,10.4656,56.25,13.7254902,680.264,-7.8044,42.5245098,34.7201098,0
1214,437,437.15032,23.161,3.70576,2.77932,1.85288,6.9483,2.3161,4.6322,25,6.66,3.33,10,70,619.8998,9.2207,56.25,13.7254902,599.3455,-20.5543,42.5245098,21.9702098,0
1215,350,350.15032,18.55,2.968,2.226,1.484,5.565,1.855,3.71,25,6.66,3.33,10,70,519.38,7.385,56.25,13.7254902,480.025,-39.355,42.5245098,3.169509804,0
1216,325,325.15032,17.225,2.756,2.067,1.378,5.1675,1.7225,3.445,25,6.66,3.33,10,70,490.495,6.8575,56.25,13.7254902,445.7375,-44.7575,42.5245098,-2.232990196,0
1217,452,452.15032,23.956,3.83296,2.87472,1.91648,7.1868,2.3956,4.7912,25,6.66,3.33,10,70,637.2308,9.5372,56.25,13.7254902,619.918,-17.3128,42.5245098,25.2117098,0
1218,381,381.15032,20.193,3.23088,2.42316,1.61544,6.0579,2.0193,4.0386,25,6.66,3.33,10,70,555.1974,8.0391,56.25,13.7254902,522.5415,-32.6559,42.5245098,9.868609804,0
1219,397,397.15032,21.041,3.36656,2.52492,1.68328,6.3123,2.1041,4.2082,25,6.66,3.33,10,70,573.6838,8.3767,56.25,13.7254902,544.4855,-29.1983,42.5245098,13.3262098,0
1220,367,367.15032,19.451,3.11216,2.33412,1.55608,5.8353,1.9451,3.8902,25,6.66,3.33,10,70,539.0218,7.7437,56.25,13.7254902,503.3405,-35.6813,42.5245098,6.843209804,0
1221,325,325.15032,17.225,2.756,2.067,1.378,5.1675,1.7225,3.445,25,6.66,3.33,10,70,490.495,6.8575,56.25,13.7254902,445.7375,-44.7575,42.5245098,-2.232990196,0
1222,319,319.15032,16.907,2.70512,2.02884,1.35256,5.0721,1.6907,3.3814,25,6.66,3.33,10,70,483.5626,6.7309,56.25,13.7254902,437.5085,-46.0541,42.5245098,-3.529590196,0
1223,470,470.15032,24.91,3.9856,2.9892,1.9928,7.473,2.491,4.982,25,6.66,3.33,10,70,658.028,9.917,56.25,13.7254902,644.605,-13.423,42.5245098,29.1015098,0
1224,394,394.15032,20.882,3.34112,2.50584,1.67056,6.2646,2.0882,4.1764,25,6.66,3.33,10,70,570.2176,8.3134,56.25,13.7254902,540.371,-29.8466,42.5245098,12.6779098,0
1225,251,251.15032,13.303,2.12848,1.59636,1.06424,3.9909,1.3303,2.6606,25,6.66,3.33,10,70,404.9954,5.2961,56.25,13.7254902,344.2465,-60.7489,42.5245098,-18.2243902,0
1226,333,333.15032,17.649,2.82384,2.11788,1.41192,5.2947,1.7649,3.5298,25,6.66,3.33,10,70,499.7382,7.0263,56.25,13.7254902,456.7095,-43.0287,42.5245098,-0.504190196,0
1227,306,306.15032,16.218,2.59488,1.94616,1.29744,4.8654,1.6218,3.2436,25,6.66,3.33,10,70,468.5424,6.4566,56.25,13.7254902,419.679,-48.8634,42.5245098,-6.338890196,0
1228,359,359.15032,19.027,3.04432,2.28324,1.52216,5.7081,1.9027,3.8054,25,6.66,3.33,10,70,529.7786,7.5749,56.25,13.7254902,492.3685,-37.4101,42.5245098,5.114409804,0
1229,341,341.15032,18.073,2.89168,2.16876,1.44584,5.4219,1.8073,3.6146,25,6.66,3.33,10,70,508.9814,7.1951,56.25,13.7254902,467.6815,-41.2999,42.5245098,1.224609804,0
1230,296,296.15032,15.688,2.51008,1.88256,1.25504,4.7064,1.5688,3.1376,25,6.66,3.33,10,70,456.9884,6.2456,56.25,13.7254902,405.964,-51.0244,42.5245098,-8.499890196,0
1231,367,367.15032,19.451,3.11216,2.33412,1.55608,5.8353,1.9451,3.8902,25,6.66,3.33,10,70,539.0218,7.7437,56.25,13.7254902,503.3405,-35.6813,42.5245098,6.843209804,0
1232,265,265.15032,14.045,2.2472,1.6854,1.1236,4.2135,1.4045,2.809,25,6.66,3.33,10,70,421.171,5.5915,56.25,13.7254902,363.4475,-57.7235,42.5245098,-15.1989902,0
1233,246,246.15032,13.038,2.08608,1.56456,1.04304,3.9114,1.3038,2.6076,25,6.66,3.33,10,70,399.2184,5.1906,56.25,13.7254902,337.389,-61.8294,42.5245098,-19.3048902,0
1234,389,389.15032,20.617,3.29872,2.47404,1.64936,6.1851,2.0617,4.1234,25,6.66,3.33,10,70,564.4406,8.2079,56.25,13.7254902,533.5135,-30.9271,42.5245098,11.5974098,0
1235,329,329.15032,17.437,2.78992,2.09244,1.39496,5.2311,1.7437,3.4874,25,6.66,3.33,10,70,495.1166,6.9419,56.25,13.7254902,451.2235,-43.8931,42.5245098,-1.368590196,0
1236,271,271.15032,14.363,2.29808,1.72356,1.14904,4.3089,1.4363,2.8726,25,6.66,3.33,10,70,428.1034,5.7181,56.25,13.7254902,371.6765,-56.4269,42.5245098,-13.9023902,0
1237,359,359.15032,19.027,3.04432,2.28324,1.52216,5.7081,1.9027,3.8054,25,6.66,3.33,10,70,529.7786,7.5749,56.25,13.7254902,492.3685,-37.4101,42.5245098,5.114409804,0
1238,284,284.15032,15.052,2.40832,1.80624,1.20416,4.5156,1.5052,3.0104,25,6.66,3.33,10,70,443.1236,5.9924,56.25,13.7254902,389.506,-53.6176,42.5245098,-11.0930902,0
1239,330,330.15032,17.49,2.7984,2.0988,1.3992,5.247,1.749,3.498,25,6.66,3.33,10,70,496.272,6.963,56.25,13.7254902,452.595,-43.677,42.5245098,-1.152490196,0
1240,327,327.15032,17.331,2.77296,2.07972,1.38648,5.1993,1.7331,3.4662,25,6.66,3.33,10,70,492.8058,6.8997,56.25,13.7254902,448.4805,-44.3253,42.5245098,-1.800790196,0
1241,342,342.15032,18.126,2.90016,2.17512,1.45008,5.4378,1.8126,3.6252,25,6.66,3.33,10,70,510.1368,7.2162,56.25,13.7254902,469.053,-41.0838,42.5245098,1.440709804,0
1242,282,282.15032,14.946,2.39136,1.79352,1.19568,4.4838,1.4946,2.9892,25,6.66,3.33,10,70,440.8128,5.9502,56.25,13.7254902,386.763,-54.0498,42.5245098,-11.5252902,0
1243,386,386.15032,20.458,3.27328,2.45496,1.63664,6.1374,2.0458,4.0916,25,6.66,3.33,10,70,560.9744,8.1446,56.25,13.7254902,529.399,-31.5754,42.5245098,10.9491098,0
1244,371,371.15032,19.663,3.14608,2.35956,1.57304,5.8989,1.9663,3.9326,25,6.66,3.33,10,70,543.6434,7.8281,56.25,13.7254902,508.8265,-34.8169,42.5245098,7.707609804,0
1245,354,354.15032,18.762,3.00192,2.25144,1.50096,5.6286,1.8762,3.7524,25,6.66,3.33,10,70,524.0016,7.4694,56.25,13.7254902,485.511,-38.4906,42.5245098,4.033909804,0
1246,328,328.15032,17.384,2.78144,2.08608,1.39072,5.2152,1.7384,3.4768,25,6.66,3.33,10,70,493.9612,6.9208,56.25,13.7254902,449.852,-44.1092,42.5245098,-1.584690196,0
1247,386,386.15032,20.458,3.27328,2.45496,1.63664,6.1374,2.0458,4.0916,25,6.66,3.33,10,70,560.9744,8.1446,56.25,13.7254902,529.399,-31.5754,42.5245098,10.9491098,0
1248,364,364.15032,19.292,3.08672,2.31504,1.54336,5.7876,1.9292,3.8584,25,6.66,3.33,10,70,535.5556,7.6804,56.25,13.7254902,499.226,-36.3296,42.5245098,6.194909804,0
1249,234,234.15032,12.402,1.98432,1.48824,0.99216,3.7206,1.2402,2.4804,25,6.66,3.33,10,70,385.3536,4.9374,56.25,13.7254902,320.931,-64.4226,42.5245098,-21.8980902,0
1250,394,394.15032,20.882,3.34112,2.50584,1.67056,6.2646,2.0882,4.1764,25,6.66,3.33,10,70,570.2176,8.3134,56.25,13.7254902,540.371,-29.8466,42.5245098,12.6779098,0
1251,391,391.15032,20.723,3.31568,2.48676,1.65784,6.2169,2.0723,4.1446,25,6.66,3.33,10,70,566.7514,8.2501,56.25,13.7254902,536.2565,-30.4949,42.5245098,12.0296098,0
1252,326,326.15032,17.278,2.76448,2.07336,1.38224,5.1834,1.7278,3.4556,25,6.66,3.33,10,70,491.6504,6.8786,56.25,13.7254902,447.109,-44.5414,42.5245098,-2.016890196,0
1253,330,330.15032,17.49,2.7984,2.0988,1.3992,5.247,1.749,3.498,25,6.66,3.33,10,70,496.272,6.963,56.25,13.7254902,452.595,-43.677,42.5245098,-1.152490196,0
1254,361,361.15032,19.133,3.06128,2.29596,1.53064,5.7399,1.9133,3.8266,25,6.66,3.33,10,70,532.0894,7.6171,56.25,13.7254902,495.1115,-36.9779,42.5245098,5.546609804,0
1255,267,267.15032,14.151,2.26416,1.69812,1.13208,4.2453,1.4151,2.8302,25,6.66,3.33,10,70,423.4818,5.6337,56.25,13.7254902,366.1905,-57.2913,42.5245098,-14.7667902,0
1256,267,267.15032,14.151,2.26416,1.69812,1.13208,4.2453,1.4151,2.8302,25,6.66,3.33,10,70,423.4818,5.6337,56.25,13.7254902,366.1905,-57.2913,42.5245098,-14.7667902,0
1257,394,394.15032,20.882,3.34112,2.50584,1.67056,6.2646,2.0882,4.1764,25,6.66,3.33,10,70,570.2176,8.3134,56.25,13.7254902,540.371,-29.8466,42.5245098,12.6779098,0
1258,385,385.15032,20.405,3.2648,2.4486,1.6324,6.1215,2.0405,4.081,25,6.66,3.33,10,70,559.819,8.1235,56.25,13.7254902,528.0275,-31.7915,42.5245098,10.7330098,0
1259,280,280.15032,14.84,2.3744,1.7808,1.1872,4.452,1.484,2.968,25,6.66,3.33,10,70,438.502,5.908,56.25,13.7254902,384.02,-54.482,42.5245098,-11.9574902,0
1260,349,349.15032,18.497,2.95952,2.21964,1.47976,5.5491,1.8497,3.6994,25,6.66,3.33,10,70,518.2246,7.3639,56.25,13.7254902,478.6535,-39.5711,42.5245098,2.953409804,0
1261,314,314.15032,16.642,2.66272,1.99704,1.33136,4.9926,1.6642,3.3284,25,6.66,3.33,10,70,477.7856,6.6254,56.25,13.7254902,430.651,-47.1346,42.5245098,-4.610090196,0
1262,312,312.15032,16.536,2.64576,1.98432,1.32288,4.9608,1.6536,3.3072,25,6.66,3.33,10,70,475.4748,6.5832,56.25,13.7254902,427.908,-47.5668,42.5245098,-5.042290196,0
1263,324,324.15032,17.172,2.74752,2.06064,1.37376,5.1516,1.7172,3.4344,25,6.66,3.33,10,70,489.3396,6.8364,56.25,13.7254902,444.366,-44.9736,42.5245098,-2.449090196,0
1264,317,317.15032,16.801,2.68816,2.01612,1.34408,5.0403,1.6801,3.3602,25,6.66,3.33,10,70,481.2518,6.6887,56.25,13.7254902,434.7655,-46.4863,42.5245098,-3.961790196,0
1265,327,327.15032,17.331,2.77296,2.07972,1.38648,5.1993,1.7331,3.4662,25,6.66,3.33,10,70,492.8058,6.8997,56.25,13.7254902,448.4805,-44.3253,42.5245098,-1.800790196,0
